authorname	interest1	interest2	interest3	interest4	interest5
Xueyi Wang	support vector machine	cloud computing	resource allocation
Danijel Radosevic	code generation	programming languages	data mining
Hulya Yalcin	computer vision	image processing	machine learning
Rakesh Komuravelli	computer architecture	compilers	parallel computing
Mohammad Hashem Haghbayan	computer architecture	test	psychology
Nicolae Paladi	information security	network security	computer security
Yaser Sadra	wavelet	complex system	cryptography
Srikumar Krishnamoorthy	personalization	e commerce	machine learning
Carolina Mañoso	automatic control	hybrid systems	robust control
Daniel Vladusic	machine learning	high performance computing	project management
Jun Zheng	computational intelligence	machine learning	decision support systems
Jiaze Wu	medical image processing	medical imaging	computer graphics
Silvana Rossetto	distributed computing	parallel programming	wireless sensor networks
Kerstin Forsberg	information management	semantic technologies	knowledge representation
Shibiao Xu	computer vision	machine learning	computer graphics
Antonio Tornambè	control theory	dynamical systems	nonlinear control
Arpan Pal	internet of things	image processing	embedded system
Linh Truong-Hong	distributed systems	cloud computing	internet of things
Kuntal Sengupta	deep learning	computer vision	machine learning
Nicolas Bousquet	graph theory	algorithms	combinatorics
Abdullah Mueen	data mining	time series	artificial intelligence
Anselm Blumer	machine learning	computational biology	data compression
Michael zur Muehlen	business process management	enterprise architecture	ontologies
Wint Yi Poe	wireless sensor networks	network modeling	performance evaluation
Ivan Jelínek	web	internet	semantic web
Dane Taylor	nonlinear dynamics	networks	complex systems
Luísa Coheur	natural language processing	question answering	dialogue systems
Ansgar Scherp	knowledge discovery	semantic web	multimedia
Gaurav Sinha	machine learning	game theory	numerical analysis
Juan Frausto Solís	optimization	artificial intelligence	machine learning
André Vellino	information retrieval	digital libraries	automated reasoning
Farhad Oroumchian	information retrieval	natural language processing	artificial intelligence
Mehrdad Farajtabar	machine learning	data mining	social network analysis
Sai Teja Peddinti	privacy	security	machine learning
Mohammad Golbabaee	image processing	machine learning	optimization
Joze Guna	multimedia	user experience	virtual reality
Kimon Karras	embedded systems	data centers	high level synthesis
Mike Hinchey	software engineering	autonomous systems	formal methods
Juan Ye	pervasive computing	activity recognition	ontologies
Mohd Zuki Yusoff	communications	networks	signal processing
Heng-Soon Gan	scheduling	transportation	integer programming
Nesrine Zemirli	personalization	big data	recommender systems
John Vines	human computer interaction	design methods	participatory design
Stanley Bak	hybrid systems	formal methods	verification
Fanhua Shang	machine learning	data mining	computer vision
Varun Jain	machine learning	affective computing	computer vision
Shiji Song	modeling	optimization	complex system
Janez Kranjc	computer science	machine learning	data mining
George Labahn	computer algebra	computational finance	scientific computing
Gianluigi Ferrari	communication	networking	signal processing
Hartmut Lackner	software quality	test	verification
Maria Eskevich	data mining	crowdsourcing	natural language processing
Remo Pareschi	artificial intelligence	social computing	natural language processing
P. K. Nizar Banu	data mining	soft computing	rough sets
Thomas Cerqueus	data management	distributed systems	semantic technologies
Wafik Hachicha	simulation	process control	supply chain management
Saab Mansour	statistical machine translation	natural language processing	machine learning
Francesco Cricri	artificial intelligence	deep learning	computer vision
Aakash Ahmad	software engineering	software architecture	software maintenance
Zhuoyuan Song	robotics	sensor fusion	multi agent systems
Yves Robert	parallel processing	algorithms	scheduling
Michael Bloem	optimization	machine learning	game theory
Wolfgang Hübner	computational biology	genomics	statistics
Christoph Benzmüller	artificial intelligence	knowledge representation	reasoning
Tongping Liu	parallel computing	big data	operating systems
Eliza Yingzi Du	biometrics	image processing	pattern recognition
Nathaniel Nystrom	computer science	programming languages	compilers
Esmiralda Moradian	information security	software engineering	artificial intelligence
R. Sriram	artificial intelligence	computer aided design	medical informatics
Krasimir Angelov	natural language processing	logic	type theory
Robert Patro	computational biology	bioinformatics	algorithms
Nikolay Karpov	speech recognition	computational linguistics	information retrieval
Fernando Gaxiola	neural network	fuzzy logic	particle swarm optimization
Shai Bagon	computer vision	machine learning	optimization
Armin Iske	numerical analysis	scientific computing	approximation theory
Yucai Zhu	system identification	process control	model predictive control
Herbert Bay	computer vision	artificial intelligence	augmented reality
Keiichiro Ono	bioinformatics	data visualization	systems biology
Mike Wawrzoniak	distributed systems	machine learning	operating systems
Xing Zheng	control theory	system identification	estimation
Samia Kouki	grid computing	cloud computing	combinatorial optimization
Tomer Levinboim	machine learning	natural language processing	machine translation
Fernando de la Prieta	artificial intelligence	multi agent systems	cloud computing
Gustavo Laboreiro	text mining	natural language processing	machine learning
Kathrin Kirchner	social media	business process modeling	data mining
Wenlin Chen	machine learning	data mining	artificial intelligence
Faraz Oloumi	image processing	pattern recognition	pattern classification
Guoqing Lu	bioinformatics	genomics	systems biology
Chunbin Qin	reinforcement learning	dynamic programming	optimal control
Andreas Veit	artificial intelligence	machine learning	computer vision
Haiming Jin	game theory	mobile computing	security
Carlo Cosentino	dynamical systems	control theory	systems biology
S. Babu Devasenapati	artificial intelligence	expert systems	fault diagnosis
Liu Qi	statistics	cancer	genetics
Marco Lapegna	parallel computing	high performance computing	scientific computing
Daniela Zaharie	artificial intelligence	data mining	statistics
Mohamed Tounsi	artificial intelligence	machine learning	algorithms
Mira Gonen	approximation algorithms	network coding	communication networks
Elena Tsiporkova	data analysis	machine learning	probabilistic modelling
Carlos Enrique Montenegro Marín	informatics	domain specific language	e learning
Andrei Pisarev	artificial intelligence	system analysis	bioinformatics
Hans Scholten	internet of things	smart environments	communication
Yin Song	machine learning	data mining	pattern recognition
Mirjam Seckler	human computer interaction	user experience	usability
Sankalp Singh	computer networks	distributed systems	computer security
Liyue Zhao	machine learning	pattern recognition	data mining
Quanyan Zhu	cyber physical systems	smart grids	security
Siddharth Sigtia	neural networks	machine learning	speech recognition
Fernando De la Torre	pattern recognition	computer vision	dimensionality reduction
Marjan Krasna	multimedia	e learning	education
Ulli Waltinger	artificial intelligence	computer science	semantic web
Petr Knoth	text mining	information retrieval	information extraction
Jesin Zakaria	data mining	machine learning	information retrieval
Martin Crane	time series analysis	computational science	complex systems
Beth Sandore	digital libraries	information retrieval	innovation
Jan Vitek	programming languages	virtual machines	compilers
Kresimir Fertalj	software engineering	information systems	project management
Jervis Pinto	machine learning	artificial intelligence	software engineering
Mark Stillwell	distributed computing	scheduling	cloud computing
Felix Wu	social networks	social informatics	social computing
Jungseul Ok	wireless network	social network	graphical model
Bruno Ciciani	performance evaluation	distributed systems	parallel systems
Sarah Vieweg	social computing	social media	natural language processing
Günter Neumann	natural language processing	information extraction	question answering
Munir Merdan	robotics	software agents	ontologies
Victor Saquicela	semantic web	data integration	web services
Bernd Holfeld	wireless networks	resource allocation	distributed algorithms
Dominique Zosso	applied mathematics	image processing	computer vision
Virgilio Rodriguez	electrical engineering	wireless communication	networking
Anh Tuan Truong	internet of things	model checking	access control
Andre L. C. Barczak	computer vision	parallel computers	machine learning
Eunsung Lee	image processing	video processing	computational photography
